0, 73
1, 63
2, 41
3, 47
4, 88
5, 41
6, 23
7, 69
8, 86
9, 41
10, 8
11, 49
12, 88
13, 76
14, 22
15, 68
16, 0
17, 35
18, 63
19, 62
20, 17
21, 68
22, 89
23, 36
24, 59
25, 8
26, 47
27, 82
28, 4
29, 52
30, 34
31, 80
32, 46
33, 44
34, 9
35, 12
36, 17
37, 75
38, 8
39, 69
40, 34
41, 81
42, 75
43, 47
44, 75
45, 66
46, 39
47, 39
48, 35
49, 60
50, 76
51, 18
52, 5
53, 44
54, 64
55, 35
56, 64
57, 40
58, 7
59, 87
60, 59
61, 52
62, 53
63, 15
64, 0
65, 38
66, 24
67, 70
68, 18
69, 89
70, 18
71, 6
72, 63
73, 44
74, 84
75, 72
76, 87
77, 48
78, 12
79, 56
80, 45
81, 33
82, 39
83, 15
84, 61
85, 28
86, 69
87, 82
88, 53
89, 73
90, 5
91, 27
92, 59
93, 74
94, 9
95, 35
96, 46
97, 46
98, 28
99, 69
