0, 55
1, 23
2, 63
3, 15
4, 4
5, 51
6, 6
7, 79
8, 34
9, 36
10, 14
11, 87
12, 53
13, 4
14, 6
15, 48
16, 13
17, 28
18, 10
19, 2
20, 67
21, 75
22, 39
23, 31
24, 47
25, 88
26, 85
27, 25
28, 54
29, 62
30, 51
31, 15
32, 34
33, 43
34, 9
35, 21
36, 15
37, 5
38, 5
39, 88
40, 85
41, 53
42, 51
43, 57
44, 56
45, 37
46, 85
47, 40
48, 32
49, 66
50, 81
51, 66
52, 43
53, 82
54, 31
55, 8
56, 87
57, 87
58, 68
59, 24
60, 61
61, 43
62, 57
63, 5
64, 70
65, 46
66, 10
67, 11
68, 55
69, 32
70, 74
71, 70
72, 27
73, 88
74, 38
75, 4
76, 71
77, 82
78, 7
79, 30
80, 74
81, 9
82, 12
83, 39
84, 9
85, 9
86, 3
87, 2
88, 79
89, 15
90, 13
91, 44
92, 7
93, 76
94, 17
95, 44
96, 42
97, 79
98, 13
99, 80
100, 1
101, 87
102, 15
103, 86
104, 65
105, 5
106, 85
107, 47
108, 36
109, 87
110, 72
111, 84
112, 86
113, 75
114, 29
115, 8
116, 79
117, 77
118, 22
119, 76
120, 40
121, 6
122, 77
123, 6
124, 80
125, 18
126, 78
127, 10
128, 18
129, 13
130, 73
131, 39
132, 18
133, 30
134, 66
135, 33
136, 76
137, 9
138, 48
139, 67
140, 45
141, 71
142, 43
143, 67
144, 28
145, 66
146, 47
147, 65
148, 29
149, 12
150, 22
151, 40
152, 11
153, 78
154, 18
155, 4
156, 44
157, 48
158, 21
159, 53
160, 63
161, 32
162, 69
163, 6
164, 81
165, 80
166, 8
167, 64
168, 46
169, 81
170, 13
171, 3
172, 78
173, 86
174, 29
175, 36
176, 69
177, 0
178, 72
179, 13
180, 63
181, 36
182, 54
183, 15
184, 29
185, 42
186, 32
187, 46
188, 5
189, 39
190, 56
191, 7
192, 60
193, 17
194, 35
195, 23
196, 31
197, 35
198, 61
199, 32
200, 36
201, 88
202, 57
203, 65
204, 65
205, 45
206, 5
207, 54
208, 59
209, 14
210, 71
211, 84
212, 47
213, 37
214, 80
215, 84
216, 78
217, 0
218, 23
219, 42
220, 49
221, 29
222, 63
223, 81
224, 48
225, 4
226, 66
227, 37
228, 38
229, 22
230, 44
231, 47
232, 5
233, 38
234, 30
235, 8
236, 27
237, 34
238, 22
239, 51
240, 57
241, 33
242, 73
243, 47
244, 24
245, 67
246, 11
247, 51
248, 69
249, 58
250, 58
251, 76
252, 40
253, 81
254, 70
255, 30
256, 62
257, 42
258, 19
259, 32
260, 30
261, 55
262, 81
263, 67
264, 89
265, 62
266, 40
267, 61
268, 37
269, 1
270, 70
271, 1
272, 54
273, 75
274, 4
275, 27
276, 41
277, 51
278, 9
279, 40
280, 75
281, 65
282, 21
283, 21
284, 56
285, 41
286, 25
287, 6
288, 8
289, 11
290, 69
291, 25
292, 33
293, 0
294, 75
295, 2
296, 72
297, 21
298, 8
299, 75
300, 14
301, 61
302, 88
303, 19
304, 39
305, 29
306, 14
307, 80
308, 29
309, 42
310, 22
311, 59
312, 63
313, 85
314, 47
315, 10
316, 75
317, 40
318, 50
319, 50
320, 42
321, 34
322, 30
323, 49
324, 46
325, 61
326, 81
327, 88
328, 76
329, 25
330, 3
331, 29
332, 84
333, 16
334, 28
335, 62
336, 73
337, 20
338, 83
339, 80
340, 47
341, 60
342, 82
343, 39
344, 37
345, 8
346, 70
347, 19
348, 76
349, 29
350, 85
351, 26
352, 53
353, 46
354, 61
355, 64
356, 15
357, 39
358, 50
359, 15
360, 8
361, 32
362, 56
363, 89
364, 68
365, 19
366, 43
367, 63
368, 10
369, 39
370, 25
371, 41
372, 81
373, 86
374, 14
375, 32
376, 43
377, 29
378, 50
379, 45
380, 86
381, 34
382, 53
383, 84
384, 52
385, 4
386, 54
387, 86
388, 6
389, 89
390, 10
391, 19
392, 82
393, 40
394, 19
395, 55
396, 65
397, 23
398, 37
399, 53
400, 6
401, 79
402, 5
403, 7
404, 67
405, 60
406, 15
407, 37
408, 74
409, 85
410, 75
411, 16
412, 82
413, 47
414, 17
415, 56
416, 42
417, 35
418, 35
419, 64
420, 85
421, 83
422, 7
423, 25
424, 85
425, 16
426, 67
427, 58
428, 63
429, 83
430, 16
431, 49
432, 27
433, 57
434, 0
435, 16
436, 16
437, 56
438, 82
439, 18
440, 60
441, 57
442, 12
443, 26
444, 23
445, 5
446, 74
447, 38
448, 6
449, 48
450, 1
451, 67
452, 57
453, 38
454, 59
455, 74
456, 25
457, 22
458, 23
459, 79
460, 21
461, 81
462, 56
463, 89
464, 35
465, 57
466, 83
467, 45
468, 72
469, 78
470, 32
471, 89
472, 13
473, 85
474, 5
475, 80
476, 84
477, 28
478, 64
479, 24
480, 19
481, 52
482, 27
483, 49
484, 27
485, 19
486, 4
487, 32
488, 0
489, 77
490, 45
491, 42
492, 54
493, 34
494, 51
495, 3
496, 14
497, 6
498, 61
499, 78
500, 18
501, 44
502, 24
503, 89
504, 61
505, 65
506, 75
507, 9
508, 59
509, 76
510, 62
511, 58
512, 1
513, 32
514, 86
515, 61
516, 1
517, 83
518, 69
519, 19
520, 28
521, 62
522, 29
523, 87
524, 57
525, 43
526, 51
527, 40
528, 35
529, 71
530, 59
531, 2
532, 87
533, 61
534, 19
535, 39
536, 32
537, 40
538, 82
539, 70
540, 37
541, 39
542, 30
543, 19
544, 75
545, 88
546, 26
547, 47
548, 74
549, 18
550, 21
551, 20
552, 61
553, 49
554, 21
555, 50
556, 3
557, 34
558, 56
559, 40
560, 76
561, 19
562, 19
563, 24
564, 74
565, 85
566, 44
567, 79
568, 83
569, 55
570, 28
571, 53
572, 7
573, 33
574, 18
575, 39
576, 44
577, 69
578, 86
579, 53
580, 80
581, 82
582, 51
583, 83
584, 64
585, 19
586, 55
587, 10
588, 23
589, 78
590, 32
591, 64
592, 30
593, 26
594, 15
595, 8
596, 45
597, 19
598, 14
599, 30
600, 39
601, 71
602, 31
603, 74
604, 72
605, 50
606, 33
607, 78
608, 62
609, 40
610, 88
611, 25
612, 39
613, 53
614, 33
615, 15
616, 55
617, 50
618, 46
619, 31
620, 73
621, 51
622, 17
623, 14
624, 44
625, 16
626, 17
627, 15
628, 61
629, 52
630, 12
631, 23
632, 81
633, 44
634, 26
635, 46
636, 40
637, 10
638, 66
639, 27
640, 87
641, 22
642, 72
643, 41
644, 6
645, 28
646, 14
647, 2
648, 42
649, 44
650, 59
651, 69
652, 52
653, 50
654, 83
655, 88
656, 52
657, 82
658, 38
659, 12
660, 15
661, 35
662, 25
663, 72
664, 41
665, 22
666, 51
667, 60
668, 53
669, 53
670, 74
671, 23
672, 42
673, 58
674, 34
675, 12
676, 88
677, 16
678, 14
679, 57
680, 4
681, 5
682, 34
683, 1
684, 4
685, 61
686, 62
687, 62
688, 73
689, 40
690, 10
691, 31
692, 37
693, 59
694, 19
695, 89
696, 58
697, 74
698, 25
699, 5
700, 40
701, 6
702, 24
703, 80
704, 17
705, 9
706, 34
707, 5
708, 28
